Srno,RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,URL,Votes
4978,Karnataka Style Jackfruit Moong Dal Payasa Recipe,"1 cup Jackfruit Ripe (Kathal) - chopped,1/4 cup Yellow Moong Dal (Split),3/4 cup Jaggery - pounded,2 teaspoon Rice - soaked for 20 minutes,2 tablespoon Fresh coconut - grated,1 teaspoon Cardamom Powder (Elaichi),1 teaspoon Ghee,1/4 cup Mixed dry fruits - finely chopped (I used almonds and cashews),6 Badam (Almond) - coarsely chopped",5,10,15,4,Coastal Karnataka,Dessert,Vegetarian,https://www.archanaskitchen.com/karnataka-style-jackfruit-moong-dal-payasa-recipe,0
4979,Matar Butter Masala Recipe,"2 cups Green peas (Matar),2 Tomatoes - pureed,1 inch Ginger,4 cloves Garlic,1 Green Chilli - slit,12 Cashew nuts,1 tablespoon Coriander Powder (Dhania),3/4 teaspoon Kashmiri Red Chilli Powder,2 teaspoons Kasuri Methi (Dried Fenugreek Leaves),2 Bay leaves (tej patta),1 tablespoon Butter,1/2 teaspoon Sugar - optional,Salt - to taste",5,20,25,4,North Indian Recipes,Lunch,Vegetarian,https://www.archanaskitchen.com/matar-butter-masala-recipe,0
4982,Spicy Mullangi Thogayal Recipe (Radish Chutney),"1 cup Mooli/ Mullangi (Radish) - grated,2 teaspoons Black Urad Dal (Split),1/4 cup Fresh coconut,20 grams Tamarind - soaked in water,1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Asafoetida (hing),Salt - to taste,2 teaspoons Sesame (Gingelly) Oil,1 teaspoon Black Urad Dal (Split),1 teaspoon Mustard seeds,1/4 cup Curry leaves",20,34,54,4,South Indian Recipes,Side Dish,Diabetic Friendly,https://www.archanaskitchen.com/mullangi-pachadi-recipe-andhra-style-radish-chutney,0
4985,Mavinakayi Chitranna Recipe - Spiced Raw Mango Tempered Rice,"2 cups Cooked rice - (leftover works fine),1 Mango (Raw) - grated,1/2 teaspoon Black Urad Dal (Split),1 teaspoon Chana dal (Bengal Gram Dal),1/2 teaspoon Mustard seeds,2 Green Chillies - slit,2 sprig Curry leaves,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon SSP Asafoetida (Hing),Salt - to taste,Coriander (Dhania) Leaves - a small bunch,1 tablespoon Gingelly oil",15,30,45,4,South Indian Recipes,Lunch,Gluten Free,http://www.archanaskitchen.com/mavinakayi-chitranna-recipe-spiced-raw-mango-tempered-rice,0
4986, Punjabi Methi Kadhi Recipe,"1 cup curd, 1/4 cup gram flour, 1/2 tsp turmeric powder, 1 tsp coriander powder, 1/2 tsp red chilli powder, salt - as per taste, 100 grams fenugreek - wash and chop, 1 onion - Chop thin and straight, 1/4 tsp cumin, 1/4 rye, 2 dry red chillies, 1-1 / 2 tbsp ghee, 1-1 / 2 tablespoon Ghee",10,30,40,3,North Indian Recipes,Lunch,Vegetarian,http://www.archanaskitchen.com/punjabi-methi-kadhi-recipe-fenugreek-leaf-yogurt-curry-in-hindi,0
4987,Pav Bhaji Flavored Pasta Recipe-Fusion Fusilli Pasta,"2 cup Pasta  Fusilli - cooked as per instructions on packet,1/4 cup Carrot (Gajjar) - chopped,1/2 cup Onion - chopped,1/4 cup Red Yellow and Green Bell Peppers (Capsicum) - chopped,1/2 cup Tomato - chopped,1/2 cup Potato (Aloo) - boiled & mashed,1/4 cup Cauliflower (gobi) - chopped & blanched,1/4 cup Green peas (Matar) - blanched,1/4 teaspoon Chaat Masala Powder,3 tablespoons Butter,2 teaspoons Pav bhaji masala,1/2 teaspoon Red Chilli powder,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Lemon juice,1 tablespoon Red Chilli sauce,Salt - to taste,2 tablespoons Cheese - grated,Coriander (Dhania) Leaves - a few sprigs",15,20,35,3,Fusion,Main Course,Vegetarian,https://www.archanaskitchen.com/pav-bhaji-flavored-pasta-recipe-fusion-fusilli-pasta,0
4988,Flourless Chocolate Rum Cake Recipe,"180 grams Dark chocolate,1/2 cup Butter (unsalted),1/2 cup Caster Sugar,4 Whole Eggs - at room temperature,1 teaspoon Vanilla Extract,1/2 cup Cocoa Powder - unsweetened,1/3 cup Dark rum",20,30,50,4,Continental,Dessert,Vegetarian,http://www.archanaskitchen.com/flourless-chocolate-rum-cake-recipe,0
4990,Ragi Choco Coffee Mug Cake Recipe,"3 tablespoons Coffee Decoction - (3rd degree),1 tablespoon Milk,2 tablespoons Ragi Flour (Finger Millet/ Nagli),1 tablespoon Whole Wheat Flour,1 tablespoon Cocoa Powder,Ghee - as required,2 tablespoons Palm sugar,Salt - a pinch,1/4 teaspoon Baking soda,1/4 Baking powder,3/4 teaspoon Apple cider vinegar,2 tablespoons Chocolate chips",5,6,11,4,Continental,Dessert,Vegetarian,https://www.archanaskitchen.com/ragi-choco-coffee-mug-cake-recipe,0
4996,Mix Vegetable Risotto Recipe,"1 cup Arborio rice,1 Onion - finely chopped,1 cup Mixed vegetables - chopped and blanched (you can use peas,3 cloves Garlic - minced,1 tablespoon Extra Virgin Olive Oil,1/2 teaspoon Whole Black Peppercorns - crushed,3 cups Vegetable stock - (or as required),2 tablespoon Butter,3 tablespoon Ricotta Cheese,Fresh Herbs - as required for garnish (you can basil,Parmesan cheese - shavings as required",10,25,35,2,Italian Recipes,Dinner,Vegetarian,https://www.archanaskitchen.com/mix-vegetable-risotto-recipe,0
5001,Almond And Besan Ladoo Recipe,"4 tablespoon Gram flour (besan),2 teaspoon Sooji (Semolina/ Rava),2 tablespoon Badam (Almond),5 tablespoon Sugar,4 tablespoon Ghee,1 teaspoon Cardamom (Elaichi) Pods/Seeds,1 tablespoon Raisins,1 tablespoon Dried rose petals",10,60,70,2,North Indian Recipes,Dessert,Vegetarian,http://www.archanaskitchen.com/badam-besan-ladoo-recipe,0
5003,Apple Jalebi Recipe,"2 Apples - (adjust),1 cup All Purpose Flour (Maida),Sunflower Oil - to deep fry,4 Cardamom (Elaichi) Pods/Seeds,2 tablespoons Curd (Dahi / Yogurt),Pistachios - to garnish,Canned Cherries - to garnsh,1 tablespoon All Purpose Flour (Maida),1 teaspoon Cinnamon Powder (Dalchini),300 grams Sugar,1 cup Water,Saffron strands - a few,Rose water - few drops",10,30,40,3,Indian,Dessert,Vegetarian,http://www.archanaskitchen.com/apple-jalebi-recipe,0
5005,Jaisalmer Kala Chana Kadhi Recipe - Rajasthani Chick Curry,"1/2 cup Kala Chana (Brown Chickpeas) - soaked overnight in water,1 cup Curd (Dahi / Yogurt),2 tablespoons Gram flour (besan),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/4 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,Salt - to taste,1/4 teaspoon Cumin seeds (Jeera),1 Green Chilli - chopped,1 teaspoons Ghee",20,35,55,4,Rajasthani,Lunch,High Protein Vegetarian,http://www.archanaskitchen.com/jaisalmer-kala-chana-kadhi-recipe,0
5006,Boiled Peanut Raita Recipe,"1 1/2 cup Curd (Dahi / Yogurt),1/3 cup Water,Salt - to taste,1 teaspoon Black pepper powder,1 teaspoon Cumin powder (Jeera),1 cup Raw Peanuts (Moongphali),2 sprig Mint Leaves (Pudina) - chopped,2 sprig Coriander (Dhania) Leaves - chopped",10,0,10,4,Indian,Side Dish,Vegetarian,http://www.archanaskitchen.com/boiled-peanut-raita-recipe,0
5008,Dal Shorba Recipe - Indian Style Lentil Soup,"1/4 cup Yellow Moong Dal (Split),1 Onion,6 cloves Garlic,1/2 teaspoon Dry ginger powder,1/4 teaspoon Turmeric powder (Haldi),1/3 teaspoon Red Chilli powder,1/2 teaspoon Black pepper powder,1 teaspoon Cumin seeds (Jeera),2 teaspoons Coconut Oil,Salt - as required,2 cups Water,1 teaspoon Lemon juice,Coriander (Dhania) Leaves - for garnishing",10,15,25,4,North Indian Recipes,Appetizer,Vegetarian,http://www.archanaskitchen.com/dal-shorba-recipe-lentil-soup,0
5009,Sabudana Khatti Meethi Namkeen Recipe,"1/2 cup Sabudana (Tapioca Pearls),1 cup Raw Peanuts (Moongphali),15-20 Cashew nuts,15-20 Raisins,8-10 Curry leaves,Sunflower Oil - to fry,1 teaspoon Rock Salt,1 tablespoon Sugar - powdered,1/2 teaspoon Whole Black Peppercorns - ground",10,20,30,2,Indian,Snack,Vegetarian,https://www.archanaskitchen.com/sabudana-khatti-meethi-namkeen-recipe,0
5012,Chettinad Kozhi Rasam Recipe - Chettinad Chicken Rasam,"250 grams Chicken - with or without bones,6 Shallots,1 Tomato - fully ripe,2 teaspoons Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),Salt - as needed,1 teaspoon Whole Black Peppercorns,1 teaspoon Cumin seeds (Jeera),1 teaspoon Fennel seeds (Saunf),1-1/2 teaspoon Coriander Powder (Dhania),2 Dry Red Chillies,2 Shallots,5 cloves Garlic",10,20,30,4,Chettinad,Lunch,High Protein Non Vegetarian,http://www.archanaskitchen.com/chettinad-kozhi-rasam-recipe-chettinad-chicken-rasam,0
5013,Bengali Doi Maach Recipe (Fish In Yogurt Curry),"400 grams Rohu fish - sliced,1 Onion - sliced,6 cloves Garlic,1/2 inch Ginger,1 inch Cinnamon Stick (Dalchini),2 Cardamom (Elaichi) Pods/Seeds,5 Cloves (Laung),1 teaspoon Cumin seeds (Jeera),1 tablespoons Kashmiri Red Chilli Powder,1 teaspoon Turmeric powder (Haldi),2 tablespoons Raisins,1 cups Curd (Dahi / Yogurt),1/2 teaspoon Sugar,3 tablespoons Mustard oil,2 Green Chillies - sliced,Salt - to taste",10,30,40,4,Bengali Recipes,Lunch,Non Vegeterian,https://www.archanaskitchen.com/bengali-doi-maach-recipe-fish-in-yogurt-curry,0
5014,How to Make Homemade Flat Noodles With Egg Recipe,"1 cup All Purpose Flour (Maida),1/2 cup Wheat Berries/ Whole Wheat,1 Whole Egg,1/2 cup Milk,1/4 cup Butter - melted,1 tablespoon Salt",25,15,40,4,Chinese,Main Course,Eggetarian,http://www.archanaskitchen.com/how-to-make-homemade-flat-noodles-with-egg-recipe,0
5015,Veg Shawarma Recipe,"1 cup Kabuli Chana (White Chickpeas) - soaked for 8 hours,60 grams Instant Oats (Oatmeal),1 tablespoon All Purpose Flour (Maida),2 cloves Garlic - chopped,4 sprig Parsley leaves - chopped (you can also use coriander),1 teaspoon Cumin powder (Jeera) - roasted,Salt - to taste,Black pepper powder - to taste,Sunflower Oil - as required,2 cup Whole Wheat Flour,1 tablespoon Active dry yeast,1/2 cup Milk,1 tablespoon Sugar,Salt - to taste,1 Cucumber - cut into julienne,1 Carrot (Gajjar) - cut into julienne,1 Tomato - pulp removed and julienned,1/4 cup Chilli vinegar,1 teaspoon Salt,1 teaspoon Sugar,1 cup Homemade Hummus,1 cup Tzatziki,1 Onion - chopped",30,45,75,4,Middle Eastern,Main Course,Vegetarian,https://www.archanaskitchen.com/veg-shawarma-recipe,0
5016,Parsi Steel Chas Payelo Sakarkand Recipe,"2 Sweet Potatoes,Salt - to taste,1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1 tablespoon Sunflower Oil,Coriander (Dhania) Leaves - chopped",10,15,25,4,Parsi Recipes,Side Dish,Vegetarian,https://www.archanaskitchen.com/parsi-style-chaas-payelo-sakarkand-recipe,0
5020,Quick & Easy Apple Cake Recipe,"1-1/2 cups Rice flour - or all purpose flour,1 teaspoon Cinnamon Powder (Dalchini),2 teaspoons Baking powder,1/2 cup Caster Sugar,2 Whole Eggs - or�Flaxmeal Egg Replacer,1/2 cup Sunflower Oil,1/2 cup Fresh cream,1/2 cup Buttermilk,1 teaspoon Vanilla Extract,2 teaspoons Rum - or brandy,3 Apples - peeled and sliced or diced",20,60,80,6,Continental,Dessert,Vegetarian,https://www.archanaskitchen.com/quick-easy-apple-cake-recipe,0
5021,Kumbalakai Majjige Huli Recipe- Ash Gourd Buttermilk Curry,"250 grams Vellai Poosanikai (Ash gourd/White Pumpkin) - seeds and skin removed,1 tablespoon Chana dal (Bengal Gram Dal),1 cup Fresh coconut - grated,3 Green Chillies,1 inch Ginger,Salt - to taste,1 cup Curd (Dahi / Yogurt) - churned with 1 cup of water,2 teaspoons Coconut Oil,1/2 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1/4 teaspoon Asafoetida (hing),4-5 Curry leaves,4-5 Curry leaves",25,40,65,4,Coastal Karnataka,Side Dish,Vegetarian,https://www.archanaskitchen.com/kumbalakai-majjige-huli-recipe-ash-gourd-buttermilk-curry,0
5023,Curried Carrot Celery Soup Recipe,"3 Carrot (Gajjar) - chopped,4 Stalks Celery - chopped,1 Onion - finely chopped,2 cloves Garlic - finely chopped,1 teaspoon Cumin seeds (Jeera),1 Bay leaf (tej patta),2 Cinnamon stick,2 Cloves (Laung),1 teaspoon Black pepper corns - coarsely crushed,1/2 teaspoon Garam masala powder,Salt - to taste,1 teaspoon Extra Virgin Olive Oil,1 tablespoon Coriander (Dhania) Leaves - chopped,1 teaspoon Sunflower seeds - for garnish",10,20,30,4,Continental,Dinner,Vegetarian,http://www.archanaskitchen.com/spiced-carrot-soup-recipe,0
5025,Date Obbattu Recipe (Date Puran Poli),"250 grams Dates - (seedless),20 to 25 Badam (Almond),2 Cardamom (Elaichi) Pods/Seeds,1-1/2 cups Dessicated Coconut - grated,1/4 cup Jaggery - optional,250 grams Sooji (Semolina/ Rava) - (fine variety),2 tablespoons All Purpose Flour (Maida),Salt - a pinch,Sunflower Oil - as needed,Ghee - as needed",0,90,90,4,Indian,Dessert,Vegetarian,https://www.archanaskitchen.com/date-obattu-recipe-date-puran-poli,0
5026,Baked Vegetable Seekh Kebab Recipe,"6-8 Green beans (French Beans) - finely sliced,1 Carrot (Gajjar) - finely chopped,1/4 cup Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1/4 cup Green peas (Matar),2 Potatoes (Aloo) - boiled,1 teaspoon Sunflower Oil,1/2 tablespoon Cumin seeds (Jeera),1-1/2 inch Ginger - finely chopped,3 Green Chillies - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1-1/2 tablespoon Gram flour (besan),2 tablespoons Cashew nuts - powdered,3 tablespoon Whole Wheat Bread crumbs,Salt - to taste,1/2 tablespoon Whole Black Peppercorns - crushed,1/4 tablespoon Cardamom (Elaichi) Pods/Seeds - powdered,Lemon wedges - for garnish,Onion - chopped for garnish",20,30,50,5,Indian,Appetizer,Vegetarian,https://www.archanaskitchen.com/vegetarian-seekh-kabab-recipe,0
5028,Kiwi Sondesh Recipe,"1 liter Milk,2 Kiwi,50 grams Caster Sugar,2 tablespoons Lemon juice,1 tablespoon Cardamom Powder (Elaichi),Mixed nuts - chopped",30,30,60,4,Bengali Recipes,Dessert,Vegetarian,http://www.archanaskitchen.com/kiwi-sondesh-recipe,0
5029,Eggless Cinnamon Flavoured Apple & Plum Cake Recipe,"2 cups All Purpose Flour (Maida),1 teaspoon Baking powder,1/2 teaspoon Baking soda,1 pinch Salt,1 cup Caster Sugar,1 cup Butter (unsalted) - melted,3/4 teaspoon Cinnamon Powder (Dalchini),2 tablespoons Milk - (adjust),1/2 teaspoon Lemon zest,1 teaspoon Vanilla Extract,6 tablespoons Hung Curd (Greek Yogurt) - whisked,4 Plum - pitted and sliced,1 Apple - sliced to crescent shaped slices",20,40,60,6,Continental,Dessert,Vegetarian,https://www.archanaskitchen.com/cinnamon-flavoured-eggless-apple-plum-cake-recipe,0
5030,Twin In One Bread Loaf Recipe,"1-1/4 teaspoon Active dry yeast,1 cup Lukewarm Water - (divided),1 tablespoon Sugar,1 tablespoon Salt - (or to taste),1 tablespoon Butter (unsalted) - more for greasing,2 cups Vivatta Maida,1-1/4 teaspoons Active dry yeast,1 cup Lukewarm Water - (divided),1 tablespoon Sugar,1 tablespoon Salt - (or to taste),1 tablespoon Butter (unsalted) - more for greasing,2 cups Whole Wheat Flour",20,45,65,8,Continental,Snack,Vegetarian,https://www.archanaskitchen.com/twin-in-one-bread-loaf-recipe,0
5032,Anhui Style 5 spice Corn Croquettes Recipe,"1 cup Tofu - grated,1/2 cup Sweet corn,2 sprig Spring Onion Greens - sliced,1 teaspoon Green Chilli Sauce,1 inch Ginger - finely shredded,2 Cloves (Laung) - finely chopped,3 teaspoons Chinese 5 Spice Powder,2 tablespoons Corn flour,Salt - to taste,Whole Wheat Bread crumbs - for coating,Sunflower Oil - to pan fry the croquettes",5,20,25,4,Chinese,Appetizer,Vegetarian,http://www.archanaskitchen.com/anhui-style-5-spice-corn-croquettes-recipe,0
5034,Sweet Potato Gnocchi Recipe With Garlic And Herb Butter,"6 Sweet Potatoes - boiled,3 Potatoes (Aloo) - boiled,2 Whole Eggs,3 cups Whole Wheat Flour,1/2 teaspoon Salt,100 gram Butter - softened,2 - 3 sprig Sage - finely chopped,1/8 teaspoon Nutmeg - grated,Salt and Pepper - to taste,4 tablespoon Salted butter - softened,3 cloves Garlic - finely chopped,1 tablespoon Brown Sugar (Demerara Sugar),1/8 teaspoon Cinnamon Powder (Dalchini),1 teaspoon Dried oregano,2 - 3 sprig Chives - finely chopped,Salt - to taste,Lemon juice - of one lemon",15,40,55,4,Italian Recipes,Dinner,Vegetarian,https://www.archanaskitchen.com/sweet-potato-gnocchi-with-garlic-sweet-herb-butter-recipe,0
5036,Thakkali Rasam Recipe - Thakkali Rasam Recipe,"25 gm arhar dal, 1 tsp turmeric powder, 1/2 cup tamarind water, 5 tomatoes - chopped, 2 long garlic, 1/2 tsp cumin powder - bake, 1/2 tsp coriander powder - bake , 1/2 tsp black pepper powder, 1/4 tsp red chilli powder, salt - as per taste, 4 curry leaves, 1/4 tsp rye, 1/4 tsp cumin seeds, 1 tbsp ghee, 1/4 Tsp asafoetida, 2 sprigs of coriander - finely chopped",10,30,40,4,Tamil Nadu,Main Course,Vegetarian,http://www.archanaskitchen.com/thakkali-rasam-recipe-south-indian-tomato-rasam-in-hindi,0
5037,Sour Mint Potato Recipe - Tangy Mint Potatoes (Recipe In Hindi),"5 Potatoes - boiled, 1/4 cup mint, 1/2 cup coriander, 2 green chillies, 1-1 / 2 teaspoon mango powder, 1 teaspoon red chilli powder, 1/3 teaspoon turmeric powder, salt - 1 teaspoon cumin, ghee - or oil (as per the taste), as per taste",10,15,25,2,Indian,Lunch,Vegetarian,https://www.archanaskitchen.com/tangy-mint-potatoes-recipe-in-hindi,0
5038,Manathakkali Kootu Recipe,"1/2 cup Yellow Moong Dal (Split),1 Onion - finely chopped,1 Tomato - finely chopped,200 grams Manathakkali Keerai - roughly chopped,4 cloves Garlic,1/2 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,Salt - to taste,1 teaspoons Sesame (Gingelly) Oil,1 teaspoon White Urad Dal (Split),1/2 teaspoon Mustard seeds,1 Dry Red Chilli,1/4 teaspoon Asafoetida (hing)",10,30,40,3,South Indian Recipes,Lunch,Diabetic Friendly,http://www.archanaskitchen.com/manathakkali-kootu-recipe,0
5039, Pan Fried Avocado Kofta (Recipe In Hindi),"1 avocado - ripe, 1 carrot - grated, semolina - or breadcrumbs, 1 tablespoon rice flour - chopped 1 onion - finely chopped, 3 tablespoons green coriander - chopped, 2 green chili - cut, 1 teaspoon ginger - grated, 1 teaspoon garlic - grated, 1 teaspoon tamarind water - or lemon juice, 2 tablespoons oil, 2 teaspoons garam masala powder, 1 teaspoon coriander powder, 1/2 teaspoon Tablespoon cumin powder, 1 teaspoon red chili powder, 1/2 teaspoon black pepper powder, 1/2 teaspoon turmeric powder, salt - as per taste",10,8,18,15,Indian,Snack,Vegetarian,https://www.archanaskitchen.com/pan-fried-avocado-kofta-recipe-in-hindi,0
5040, Bajra Matar Ki Khichdi (Recipe In Hindi),"1 cup millet flour, 1/2 cup yellow moong dal, 1 tablespoon oil, 1/2 teaspoon mustard, 1/2 teaspoon cumin seeds, 1/2 teaspoon asafoetida, 1 onion - finely chopped, 1 tomato - Finely chop, 1 potato - chop, 1 carrot - cut, 1/4 cup green peas, 1 teaspoon red chili powder, 1 teaspoon ginger garlic paste, 1 teaspoon coriander powder, 1/2 teaspoon hot Masala powder, 1 teaspoon turmeric powder, 1/2 teaspoon salt, 2 tablespoons green coriander - finely chopped, 1 tablespoon lemon juice",260,30,290,4,Indian,Lunch,Gluten Free,https://www.archanaskitchen.com/bajra-matar-ki-khichdi-recipe-in-hindi,0
5041,Paleo Balsamic Mushrooms Recipe,"1 cup Button mushrooms,3 tablespoon Butter,1 Onion - finely chopped,3 cloves Garlic - finely chopped,1-1/2 tablespoons Balsamic Vinegar - (Organic),1/2 teaspoon Salt,1/2 teaspoon Whole Black Peppercorns - freshly ground,Spring Onion Greens - for garnish",15,20,35,2,Continental,Side Dish,Vegetarian,https://www.archanaskitchen.com/paleo-balsamic-mushrooms-recipe,0
5043,Apple And Raisin Chutney Recipe,"3-4 Apples - peeled,4 Onions - peeled and finely chopped,1 Lemon - juiced,2 tablespoons Vinegar,1/2 cup Raisins,Salt - to taste,1/2 cup Sugar - to taste,1 teaspoon Cinnamon Powder (Dalchini),1 teaspoon Sunflower Oil",15,15,30,4,Continental,Side Dish,Vegetarian,http://www.archanaskitchen.com/apple-and-raisin-chutney-recipe,0
5045,Paneer Gassi Recipe,"1 Onion - roughly chopped,10 cloves Garlic,12 Byadagi Dried Chillies - or you can use 6 to 8 kashmiri chillies and 6 small red chillies),1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Cumin seeds (Jeera),1/4 teaspoon Methi Seeds (Fenugreek Seeds),15 Whole Black Peppercorns,Tamarind - lemon sized,1 cup Fresh coconut - grated,1 tablespoon Ghee,500 grams Paneer (Homemade Cottage Cheese) - cut into cubes,1 Onion - finely sliced,Salt - to taste,1/2 teaspoon Turmeric powder (Haldi),1 cup Coconut milk - thick,1 cup Coconut milk - thin,1 tablespoon Ghee,1 inch Cinnamon Stick (Dalchini),3 Cloves (Laung),2 Cardamom (Elaichi) Pods/Seeds,2 Curry leaves",10,35,45,4,Mangalorean,Lunch,High Protein Vegetarian,https://www.archanaskitchen.com/paneer-gassi-recipe,0
5047,Chow Chow Thakkali Kootu Recipe - Chayote Squash In Dal Coconut Curry,"2 Chow chow (chayote squash) - peeled,1/2 cup Yellow Moong Dal (Split) - washed,2 Tomatoes - roughly chopped,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Mustard seeds,1 Dry Red Chillies,1/2 teaspoon Asafoetida (hing),1 sprig Curry leaves,2 teaspoons Sunflower Oil,Salt - to taste,1/4 cup Fresh coconut - grated,2 Dry Red Chillies,1 teaspoon Cumin seeds (Jeera),1 teaspoon Whole Black Peppercorns",10,15,25,4,South Indian Recipes,Lunch,Vegetarian,http://www.archanaskitchen.com/chow-chow-thakkali-kootu-recipe-chayote-squash-in-dal-coconut-curry,0
